accession,label,subclass,neg_family,name,source,structure_source,confidence_score,source_filename,original_structure_path
Q4QJZ3,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q4QJZ3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q4QJZ3.pdb
Q4URM1,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q4URM1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q4URM1.pdb
Q57AW2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q57AW2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q57AW2.pdb
Q57SZ8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q57SZ8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q57SZ8.pdb
Q5PFD6,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q5PFD6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q5PFD6.pdb
Q5WX41,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q5WX41.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q5WX41.pdb
Q5X5R2,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q5X5R2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q5X5R2.pdb
Q667M5,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q667M5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q667M5.pdb
Q7MQ55,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase 1 (EC 3.1.2.6) (Glyoxalase II 1) (Glx II 1),UniProt,afdb,,Q7MQ55.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7MQ55.pdb
Q7VQB7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q7VQB7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7VQB7.pdb
Q87C74,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q87C74.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q87C74.pdb
Q8DBD8,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q8DBD8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8DBD8.pdb
Q8FYE7,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q8FYE7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8FYE7.pdb
Q8YJF4,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q8YJF4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8YJF4.pdb
Q98G02,hard_negative,,glyoxalase_ii,Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II),UniProt,afdb,,Q98G02.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q98G02.pdb
P0CJ63,hard_negative,,lactonase,N-acyl homoserine lactonase AiiA (AHL-lactonase AiiA) (EC 3.1.1.81),UniProt,afdb,,P0CJ63.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/P0CJ63.pdb
Q9L8R8,hard_negative,,lactonase,N-acyl homoserine lactonase (AHL-lactonase) (Acyl-homoserine lactonase) (EC 3.1.1.81),UniProt,afdb,,Q9L8R8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q9L8R8.pdb
A9CKY2,hard_negative,,lactonase,N-acyl homoserine lactonase AiiB (AHL-lactonase AiiB) (EC 3.1.1.81),UniProt,afdb,,A9CKY2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A9CKY2.pdb
A3FJ64,hard_negative,,lactonase,N-acyl homoserine lactonase (AHL-lactonase) (EC 3.1.1.81) (Homoserine lactone lactonase),UniProt,afdb,,A3FJ64.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A3FJ64.pdb
O34760,hard_negative,,lactonase,Probable quorum-quenching lactonase YtnP (EC 3.1.1.-),UniProt,afdb,,O34760.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/O34760.pdb
A8IQD2,hard_negative,,lactonase,N-acyl homoserine lactonase AttM (AHL-lactonase AttM) (EC 3.1.1.81),UniProt,afdb,,A8IQD2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A8IQD2.pdb
B7LLX4,hard_negative,,lactonase,Probable L-ascorbate-6-phosphate lactonase UlaG (EC 3.1.1.-) (L-ascorbate utilization protein G),UniProt,afdb,,B7LLX4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B7LLX4.pdb
B9JPK6,hard_negative,,lactonase,N-acyl homoserine lactonase AiiB (AHL-lactonase AiiB) (EC 3.1.1.81),UniProt,afdb,,B9JPK6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/B9JPK6.pdb
Q08GP4,hard_negative,,lactonase,N-acyl homoserine lactonase (AHL-lactonase) (EC 3.1.1.81) (Quorum-quenching N-acyl-homoserine lactonase),UniProt,afdb,,Q08GP4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q08GP4.pdb
Q1M813,hard_negative,,lactonase,N-acyl homoserine lactonase AttM (AHL-lactonase AttM) (EC 3.1.1.81),UniProt,afdb,,Q1M813.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q1M813.pdb
Q7B8C3,hard_negative,,lactonase,N-acyl homoserine lactonase (AHL-lactonase) (EC 3.1.1.81),UniProt,afdb,,Q7B8C3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7B8C3.pdb
Q7B8C5,hard_negative,,lactonase,N-acyl homoserine lactonase (AHL-lactonase) (EC 3.1.1.81),UniProt,afdb,,Q7B8C5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7B8C5.pdb
Q7D3U0,hard_negative,,lactonase,N-acyl homoserine lactonase AttM (AHL-lactonase AttM) (EC 3.1.1.81),UniProt,afdb,,Q7D3U0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7D3U0.pdb
Q7X3T2,hard_negative,,lactonase,N-acyl homoserine lactonase (AHL-lactonase) (EC 3.1.1.81),UniProt,afdb,,Q7X3T2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q7X3T2.pdb
Q8VPD5,hard_negative,,lactonase,N-acyl homoserine lactonase AttM (AHL-lactonase AttM) (EC 3.1.1.81),UniProt,afdb,,Q8VPD5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8VPD5.pdb
P16692,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (EC 3.1.4.55) (Phosphoribosyl cyclic phosphodiesterase)",UniProt,afdb,,P16692.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/P16692.pdb
Q8MLZ3,hard_negative,,phosphodiesterase,"cGMP-dependent 3',5'-cGMP phosphodiesterase A (EC 3.1.4.35) (Cyclic GMP-binding protein A) (Phosphodiesterase 5) (DdPDE5) (Phosphodiesterase D)",UniProt,afdb,,Q8MLZ3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8MLZ3.pdb
Q8MM62,hard_negative,,phosphodiesterase,"cAMP/cGMP-dependent 3',5'-cAMP/cGMP phosphodiesterase B (EC 3.1.4.35) (EC 3.1.4.53) (Cyclic GMP-binding protein B) (Phosphodiesterase 6) (DdPDE6) (Phosphodiesterase E) (PdeE)",UniProt,afdb,,Q8MM62.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/Q8MM62.pdb
A0A067RGU1,hard_negative,,phosphodiesterase,Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Ribonuclease Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2),UniProt,afdb,,A0A067RGU1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A067RGU1.pdb
A0A1E1XAR2,hard_negative,,phosphodiesterase,Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Ribonuclease Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2),UniProt,afdb,,A0A1E1XAR2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1E1XAR2.pdb
A0A2K5VWZ3,hard_negative,,phosphodiesterase,Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Ribonuclease Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2),UniProt,afdb,,A0A2K5VWZ3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A2K5VWZ3.pdb
A0A444UL76,hard_negative,,phosphodiesterase,Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Ribonuclease Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2),UniProt,afdb,,A0A444UL76.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A444UL76.pdb
A0A6J2XK11,hard_negative,,phosphodiesterase,Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Ribonuclease Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2),UniProt,afdb,,A0A6J2XK11.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A6J2XK11.pdb
A0A6P6HK25,hard_negative,,phosphodiesterase,Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Ribonuclease Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2),UniProt,afdb,,A0A6P6HK25.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A6P6HK25.pdb
A0A8D2GAB8,hard_negative,,phosphodiesterase,Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Ribonuclease Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2),UniProt,afdb,,A0A8D2GAB8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A8D2GAB8.pdb
A0A0V1L202,hard_negative,,phosphodiesterase,Zinc phosphodiesterase ELAC protein 2,UniProt,afdb,,A0A0V1L202.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A0V1L202.pdb
A0A031MH76,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A031MH76.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A031MH76.pdb
A0A0K6HZD2,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A0K6HZD2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A0K6HZD2.pdb
A0A0K8MDD2,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A0K8MDD2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A0K8MDD2.pdb
A0A0P0NZM8,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A0P0NZM8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A0P0NZM8.pdb
A0A0P7YRP2,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A0P7YRP2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A0P7YRP2.pdb
A0A0R3LBT9,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A0R3LBT9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A0R3LBT9.pdb
A0A146G6X6,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A146G6X6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A146G6X6.pdb
A0A1C3URC3,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1C3URC3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1C3URC3.pdb
A0A1E3VS83,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1E3VS83.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1E3VS83.pdb
A0A1G5IX61,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1G5IX61.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1G5IX61.pdb
A0A1G6BZP4,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1G6BZP4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1G6BZP4.pdb
A0A1G7EFR2,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1G7EFR2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1G7EFR2.pdb
A0A1G7PBA9,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1G7PBA9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1G7PBA9.pdb
A0A1G7W2L8,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1G7W2L8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1G7W2L8.pdb
A0A1G7Y8F1,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1G7Y8F1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1G7Y8F1.pdb
A0A1G8L0W5,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1G8L0W5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1G8L0W5.pdb
A0A1G9GS92,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1G9GS92.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1G9GS92.pdb
A0A1G9U3F5,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1G9U3F5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1G9U3F5.pdb
A0A1H0BW55,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1H0BW55.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1H0BW55.pdb
A0A1H5SU62,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1H5SU62.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1H5SU62.pdb
A0A1H6LRP3,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1H6LRP3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1H6LRP3.pdb
A0A1H6VAN4,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1H6VAN4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1H6VAN4.pdb
A0A1H7GI32,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1H7GI32.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1H7GI32.pdb
A0A1H7V9H2,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1H7V9H2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1H7V9H2.pdb
A0A1H9WM90,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1H9WM90.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1H9WM90.pdb
A0A1I1KIJ7,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1I1KIJ7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1I1KIJ7.pdb
A0A1I2VXJ0,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1I2VXJ0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1I2VXJ0.pdb
A0A1I3E0C4,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1I3E0C4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1I3E0C4.pdb
A0A1I4PLV7,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1I4PLV7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1I4PLV7.pdb
A0A1I4YHF6,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1I4YHF6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1I4YHF6.pdb
A0A1I5Z4I9,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1I5Z4I9.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1I5Z4I9.pdb
A0A1I6M034,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1I6M034.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1I6M034.pdb
A0A1I7FI35,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1I7FI35.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1I7FI35.pdb
A0A1I7JH77,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1I7JH77.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1I7JH77.pdb
A0A1M4VEI6,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1M4VEI6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1M4VEI6.pdb
A0A1M4WZP5,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1M4WZP5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1M4WZP5.pdb
A0A1M4YXX1,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1M4YXX1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1M4YXX1.pdb
A0A1M5B0B3,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1M5B0B3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1M5B0B3.pdb
A0A1M5JYE7,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1M5JYE7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1M5JYE7.pdb
A0A1M5THW7,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1M5THW7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1M5THW7.pdb
A0A1M6NA22,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1M6NA22.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1M6NA22.pdb
A0A1M6RBX0,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1M6RBX0.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1M6RBX0.pdb
A0A1M6TU08,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1M6TU08.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1M6TU08.pdb
A0A1N6FTC8,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1N6FTC8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1N6FTC8.pdb
A0A1T4KDU1,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1T4KDU1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1T4KDU1.pdb
A0A1T4XBU7,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1T4XBU7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1T4XBU7.pdb
A0A1U7Q0D1,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1U7Q0D1.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1U7Q0D1.pdb
A0A1W1Y4E4,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A1W1Y4E4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1W1Y4E4.pdb
A0A1Y6E558,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A1Y6E558.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A1Y6E558.pdb
A0A239CNS2,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A239CNS2.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A239CNS2.pdb
A0A285G228,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A285G228.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A285G228.pdb
A0A285P006,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A285P006.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A285P006.pdb
A0A2M9ZMK7,hard_negative,,phosphodiesterase,"cAMP/cGMP-dependent 3',5'-cyclic-AMP/GMP phosphodiesterase",UniProt,afdb,,A0A2M9ZMK7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A2M9ZMK7.pdb
A0A2R4VZD3,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A2R4VZD3.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A2R4VZD3.pdb
A0A2T0U5T8,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A2T0U5T8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A2T0U5T8.pdb
A0A2T0VN24,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A2T0VN24.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A2T0VN24.pdb
A0A2T5YI32,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A2T5YI32.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A2T5YI32.pdb
A0A2T9JVZ8,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A2T9JVZ8.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A2T9JVZ8.pdb
A0A315Z7J6,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A315Z7J6.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A315Z7J6.pdb
A0A323V274,hard_negative,,phosphodiesterase,"3',5'-cyclic-nucleotide phosphodiesterase",UniProt,afdb,,A0A323V274.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A323V274.pdb
A0A327XFU5,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",UniProt,afdb,,A0A327XFU5.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A327XFU5.pdb
A0A372EH44,hard_negative,,phosphodiesterase,"3',5'-cyclic-nucleotide phosphodiesterase",UniProt,afdb,,A0A372EH44.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A372EH44.pdb
A0A388T6N7,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A388T6N7.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A388T6N7.pdb
A0A395JEV4,hard_negative,,phosphodiesterase,"Phosphoribosyl 1,2-cyclic phosphodiesterase",UniProt,afdb,,A0A395JEV4.pdb,/home/moraz/projects/MBL/cryptic-mbl/dataset/data/structures/A0A395JEV4.pdb
